run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created	bam_ftp	bam_bytes	bam_md5
ERR7434750	ERP133481	SAMEA11322682	ERS8967523	ERX7004455	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF4B_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	215415102	27142302852	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF4B_p	E-MTAB-11202:PRPF4B_	8128985950;7833863990	c05b6fff6b38741855aa77c85f34a1fd;f6b624f9ddb2b4a82f7960e8ef649795	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434750/ERR7434750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434750/ERR7434750_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434750/ERR7434750_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434750/ERR7434750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434750/ERR7434750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434750/ERR7434750_2.fastq.gz	7848446606;7557976128	e2177bb4f2dc8d67bec6bf1843172bf2;f543939b752e92c27d585c5ba1762675	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434750/PRPF4B_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434750/PRPF4B_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434750/PRPF4B_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434750/PRPF4B_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434750/PRPF4B_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434750/PRPF4B_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF4B	ArrayExpress	PRPF4B		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/000/ERR7434750.bam	15239686170	ffba5b80307703372fd1d6885cf0a738
ERR7434821	ERP133481	SAMEA11322753	ERS8967594	ERX7004526	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRRM3_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	204932796	25821532296	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRRM3_p	E-MTAB-11202:SRRM3_	7282589220;7635700142	0ddfbc40154fe07d7252eeb9e6fcb3b0;500754925fcae4736da4a0dd3e4ce4cb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434821/ERR7434821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434821/ERR7434821_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434821/ERR7434821_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434821/ERR7434821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434821/ERR7434821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434821/ERR7434821_2.fastq.gz	7013555069;7364160867	0b34bf165addb5c08f98fd00dc7b3c33;9d6c14f15895f937c4625f9991a0614a	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434821/SRRM3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434821/SRRM3_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434821/SRRM3_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434821/SRRM3_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434821/SRRM3_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434821/SRRM3_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRRM3	ArrayExpress	SRRM3		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434821.bam	14146590509	a4f896b7ccd83fa40f826e79c83b4ef2
ERR7434751	ERP133481	SAMEA11322683	ERS8967524	ERX7004456	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF6_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	241136998	30383261748	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF6_p	E-MTAB-11202:PRPF6_	9019459083;9237853542	92c59f69896d76dd27409217c3e4376e;986415aa5e90ee8d303bdc026dd456cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434751/ERR7434751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434751/ERR7434751_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434751/ERR7434751_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434751/ERR7434751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434751/ERR7434751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434751/ERR7434751_2.fastq.gz	8722420578;8939064222	adcfdd8edbbf8382a3801d70fbaf4e43;a08796a84428e8a76a76b971c9a76fae	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434751/PRPF6_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434751/PRPF6_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434751/PRPF6_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434751/PRPF6_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434751/PRPF6_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434751/PRPF6_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF6	ArrayExpress	PRPF6		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434751.bam	17433687230	bc03ba3a72e9cd293ee983d4d1acf951
ERR7434822	ERP133481	SAMEA11322754	ERS8967595	ERX7004527	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF11_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	216939680	27334399680	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF11_p	E-MTAB-11202:SRSF11_	8104216462;8357347862	9af59f0ba2248686c66720144dc14292;6bf488e32a96636bbdb863ece666a834	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434822/ERR7434822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434822/ERR7434822_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434822/ERR7434822_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434822/ERR7434822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434822/ERR7434822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434822/ERR7434822_2.fastq.gz	7820905008;8077898338	c719ca8f3f4eaa932f30b843c920c047;bb7ba6b8492d80ffd89d697cd349aa66	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434822/SRSF11_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434822/SRSF11_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434822/SRSF11_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434822/SRSF11_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434822/SRSF11_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434822/SRSF11_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF11	ArrayExpress	SRSF11		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/002/ERR7434822.bam	15769324126	588009da5d7f3eb0e894c15dee8b6282
ERR7434752	ERP133481	SAMEA11322684	ERS8967525	ERX7004457	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	PRPF8_r1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	216476670	27276060420	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:PRPF8_r1_p	E-MTAB-11202:PRPF8_r1_	9610850289;10046687640	3a555435d1315aa292444804aeabe059;5d9e67083fb46248bc97e66691355ca2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434752/ERR7434752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434752/ERR7434752_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434752/ERR7434752_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/002/ERR7434752/ERR7434752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434752/ERR7434752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/002/ERR7434752/ERR7434752_2.fastq.gz	9319939965;9755041049	3bc181a03f33e56110e4da5efe0bdb16;f2e9c3cb1b28f5225a3b796aa6f5af85	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434752/PRPF8_r1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434752/PRPF8_r1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434752/PRPF8_r1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434752/PRPF8_r1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434752/PRPF8_r1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434752/PRPF8_r1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:PRPF8_r1	ArrayExpress	PRPF8_r1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/002/ERR7434752.bam	18788177800	03a1d83bd790bb52c3e84173eef6963d
ERR7434823	ERP133481	SAMEA11322755	ERS8967596	ERX7004528	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	208280376	26243327376	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF1_p	E-MTAB-11202:SRSF1_	7530371474;8113321115	009392c421ef2a215ef10c9d500bdbe1;7fb5fcfb17a870526760c95fffc6be30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434823/ERR7434823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434823/ERR7434823_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434823/ERR7434823_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434823/ERR7434823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434823/ERR7434823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434823/ERR7434823_2.fastq.gz	7253564304;7834874213	c552d35a216e74b23fa7230125376c31;1f4ace791423415ee59627009f52c2e0	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434823/SRSF1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434823/SRSF1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434823/SRSF1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434823/SRSF1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434823/SRSF1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434823/SRSF1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF1	ArrayExpress	SRSF1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434823.bam	14945573509	eaff149bd9379972fdd5c4f481ea1228
ERR7434758	ERP133481	SAMEA11322690	ERS8967531	ERX7004463	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	RBM10_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	222647392	28053571392	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:RBM10_p	E-MTAB-11202:RBM10_	10202602683;10280518435	3e918269a299dfd48ff86f0b353ebcb9;2103d9f47e9a21c7a962bf73e3c5da32	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434758/ERR7434758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434758/ERR7434758_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434758/ERR7434758_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/008/ERR7434758/ERR7434758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434758/ERR7434758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/008/ERR7434758/ERR7434758_2.fastq.gz	9901237767;9978345652	d0bc0e5c72b8839b58457fd202033397;f8e37a217316abbacd7bc1e617fd719d	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434758/RBM10_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434758/RBM10_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434758/RBM10_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434758/RBM10_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434758/RBM10_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434758/RBM10_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:RBM10	ArrayExpress	RBM10		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/008/ERR7434758.bam	19549659585	e8ebee5d56c44a807895c089a07c8d6d
ERR7434830	ERP133481	SAMEA11322762	ERS8967603	ERX7004535	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SRSF9_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	209521464	26399704464	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SRSF9_p	E-MTAB-11202:SRSF9_	7488162700;7505984056	a71f5026f50ff0228ef9dddc3217eadb;602d3f2fb6b3d8338821f9597cc9671a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434830/ERR7434830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434830/ERR7434830_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434830/ERR7434830_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/000/ERR7434830/ERR7434830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434830/ERR7434830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/000/ERR7434830/ERR7434830_2.fastq.gz	7216947101;7233667017	52559985ecd81bd089808979265d80ca;223f13cf566ad7f8ce7175cb6fba61ff	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434830/SRSF9_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434830/SRSF9_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434830/SRSF9_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434830/SRSF9_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434830/SRSF9_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434830/SRSF9_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SRSF9	ArrayExpress	SRSF9		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/000/ERR7434830.bam	14181328606	06b5d437a6e8ed9d2a390eba80e87f85
ERR7434761	ERP133481	SAMEA11322693	ERS8967534	ERX7004466	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	RBM22_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	218205888	27493941888	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:RBM22_p	E-MTAB-11202:RBM22_	8214602448;8134381055	61318fd980c60a46db7da2f69866b9de;37ea817b72fff261e267113ba4385dfd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434761/ERR7434761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434761/ERR7434761_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434761/ERR7434761_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434761/ERR7434761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434761/ERR7434761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434761/ERR7434761_2.fastq.gz	7935323839;7860345980	28e4ee8905b1b11d78b4a52c64230aca;383fa1e863c99d21a774e777193a931d	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434761/RBM22_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434761/RBM22_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434761/RBM22_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434761/RBM22_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434761/RBM22_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434761/RBM22_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:RBM22	ArrayExpress	RBM22		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434761.bam	15597982410	9c450f8d7888ae52e8601dd09e043089
ERR7434831	ERP133481	SAMEA11322763	ERS8967604	ERX7004536	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	SUV39H1_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	228751876	28822736376	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:SUV39H1_p	E-MTAB-11202:SUV39H1_	8183878596;8358763153	7fceb8a5836a1c6e02e42c16a9d25c1c;6abf30bbdcdd8b667be1ca9538e616c5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434831/ERR7434831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434831/ERR7434831_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434831/ERR7434831_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/001/ERR7434831/ERR7434831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434831/ERR7434831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/001/ERR7434831/ERR7434831_2.fastq.gz	7887783165;8061983377	a8b6e47c7958f1cbbf225849500080d1;dbc3c3c0aaee8fdf1aa598af0791d144	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434831/SUV39H1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434831/SUV39H1_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434831/SUV39H1_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434831/SUV39H1_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434831/SUV39H1_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434831/SUV39H1_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:SUV39H1	ArrayExpress	SUV39H1		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/001/ERR7434831.bam	15671680682	e48a744d964c520eba79027a103c7f8b
ERR7434763	ERP133481	SAMEA11322695	ERS8967536	ERX7004468	PRJEB49033	ERA7487558	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	RBM39_p		PAIRED	RNA-Seq	TRANSCRIPTOMIC	PolyA	227535112	28669424112	European Bioinformatics Institute;Centre for Genomic Regulation (CRG)	2023-12-30	2024-10-22	Illumina HiSeq 2000 sequencing: Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	Transcriptome-wide analysis of the effects of systematic knock down of splicing factors and regulators using siRNAs in HeLa cells	E-MTAB-11202	E-MTAB-11202:RBM39_p	E-MTAB-11202:RBM39_	8070535053;8148025987	54bf68d8609b9a95bced1d713e9ab78b;89ffeba79941ab54d4db67e9b0757088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434763/ERR7434763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434763/ERR7434763_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434763/ERR7434763_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR743/003/ERR7434763/ERR7434763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434763/ERR7434763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR743/003/ERR7434763/ERR7434763_2.fastq.gz	7770379575;7846162442	aca70dc70f5fbdd7115b5f37a458f98a;70b36b19c12b9dee20c16226ebe511c5	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434763/RBM39_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434763/RBM39_2.fq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434763/RBM39_1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR743/ERR7434763/RBM39_2.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434763/RBM39_1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR743/ERR7434763/RBM39_2.fq.gz	FASTQ;FASTQ						E-MTAB-11202:RBM39	ArrayExpress	RBM39		2021-11-26	ftp.sra.ebi.ac.uk/vol1/err/ERR743/003/ERR7434763.bam	15316603969	2f5d340be6c0fcd2ee12400933a49d16
